State,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total intl calls,Customer service calls,Churn
NJ,125,No,No,0,182.3,64,7,2,False
AL,115,No,Yes,14,192.3,86,3,2,False
MN,115,Yes,No,0,122,110,2,2,True
NC,114,No,No,0,193,101,2,2,False
OH,106,No,No,0,158.6,112,3,0,False
ND,118,No,Yes,39,91.5,125,8,2,False
CO,59,No,No,0,153.6,92,10,1,False
ND,87,Yes,Yes,40,221.6,79,3,1,False
NY,21,No,No,0,244.7,81,1,1,False
WI,142,No,Yes,24,239.8,103,4,0,False
WY,62,No,No,0,172.4,132,5,0,False
OR,149,No,No,0,242.5,83,3,3,True
CO,54,No,Yes,39,117.6,82,10,2,False
LA,112,No,No,0,174.5,127,7,1,False
AL,68,No,No,0,157.3,83,7,1,False
TX,201,No,Yes,21,192,97,3,1,False
PA,88,No,No,0,218.2,76,1,1,False
IL,85,No,Yes,29,144.6,97,3,1,False
DE,51,Yes,No,0,153.6,108,4,0,True
MO,45,No,Yes,29,135.8,104,6,2,False
AR,116,No,No,0,160.7,69,5,0,False
OH,146,No,Yes,31,202.5,91,2,1,False
WI,63,No,Yes,34,152.2,119,5,1,False
GA,133,No,No,0,227.4,90,7,0,False
KY,125,No,No,0,191.6,115,3,2,False
OH,72,No,No,0,138.9,111,3,1,False
TN,130,No,No,0,127,102,6,0,False
SD,97,No,No,0,168.6,87,4,1,False
NY,54,No,No,0,286.6,73,5,1,True
GA,160,No,Yes,29,164.6,121,4,1,False
TX,79,No,No,0,144,90,4,1,False
WV,92,No,Yes,47,141.6,95,11,0,False
MI,59,No,No,0,204.3,65,4,1,False
ND,132,No,No,0,163.2,80,10,1,False
NE,21,No,No,0,225,110,4,0,False
SD,93,No,No,0,176.1,103,6,2,False
NJ,147,No,Yes,36,254.2,78,7,5,False
AK,101,No,No,0,174.9,105,5,1,False
CT,125,Yes,No,0,187.3,118,2,0,True
CO,63,No,No,0,211.8,84,9,3,False
MD,107,No,No,0,241.9,102,6,0,False
ND,110,No,No,0,196.1,103,1,3,False
NH,83,No,No,0,231.3,100,2,3,False
MN,117,No,No,0,161.6,104,2,1,False
KY,124,No,No,0,194,103,5,0,False
NH,115,No,No,0,109.7,148,8,3,False
CO,156,Yes,No,0,277,119,3,1,False
KY,89,No,No,0,192.1,83,3,0,False
KY,72,No,No,0,198.4,147,4,0,False
IN,101,No,Yes,42,209.2,82,3,0,False
OR,53,No,No,0,184.8,98,3,2,False
SD,116,No,No,0,167.8,119,4,2,False
DE,78,No,No,0,139.2,140,3,3,False
OR,117,No,Yes,17,221.3,82,4,0,False
NE,56,No,No,0,121.6,84,2,1,False
OH,123,No,Yes,39,270.4,99,7,1,False
OH,127,No,No,0,139.6,94,4,2,False
AR,116,No,Yes,23,253,78,3,2,False
KS,138,No,Yes,26,183.9,83,3,1,False
TX,120,No,No,0,203.3,108,2,3,False
WI,102,No,No,0,200.6,106,2,3,False
OR,95,No,No,0,167.6,96,6,2,False
VA,102,No,No,0,156.5,67,2,2,False
AR,89,No,Yes,25,215.1,140,10,1,False
CT,50,No,No,0,301.7,82,6,1,False
OH,93,No,Yes,42,152.3,90,5,7,False
WY,68,No,No,0,195.4,116,11,1,False
IL,70,No,No,0,208.7,97,3,2,False
MO,138,No,Yes,29,190.1,87,6,0,False
DC,141,No,Yes,37,185.4,87,3,4,False
MA,112,No,Yes,17,183.2,95,3,0,False
NH,117,Yes,No,0,54.2,100,2,1,True
IA,1,No,Yes,26,208,115,9,1,False
AL,70,No,No,0,230.3,110,4,1,False
OR,87,No,Yes,22,240.8,102,3,2,False
WV,52,No,Yes,21,195.7,119,3,2,False
WA,97,No,No,0,276.1,82,4,0,True
NV,105,No,No,0,166.1,93,3,2,False
SC,77,No,Yes,28,135.9,117,3,4,True
NC,80,Yes,No,0,189.1,122,3,2,True
NH,120,No,Yes,43,177.9,117,4,1,False
WY,54,No,Yes,39,143.9,73,8,2,False
FL,148,Yes,No,0,148.2,138,3,2,False
PA,119,No,No,0,287.1,115,1,2,True
NC,162,No,Yes,26,179.7,144,8,1,True
MO,85,No,No,0,165.8,96,3,5,True
KS,101,No,Yes,25,144.1,144,3,1,False
KY,172,No,No,0,172.5,85,6,0,False
DE,80,No,No,0,199.8,138,4,1,False
WI,67,No,No,0,109.1,134,5,2,False
CO,86,No,No,0,171.8,106,5,1,False
NM,107,No,No,0,222.3,101,4,1,True
DE,133,No,No,0,245.8,102,7,0,False
IL,116,No,No,0,164.6,110,3,0,False
WA,63,No,No,0,211.7,107,7,0,False
MA,119,Yes,Yes,16,147.2,103,2,0,True
OH,133,Yes,No,0,254.7,103,3,0,True
TN,94,Yes,No,0,170.1,113,4,1,False
MA,69,No,No,0,195.1,91,5,0,False
MI,146,No,No,0,149.3,83,4,7,True
TX,119,No,No,0,81.9,75,1,2,True
NH,142,Yes,Yes,25,191.1,109,3,0,False
MD,123,No,No,0,206.9,115,2,3,False
MS,101,No,No,0,239,156,8,1,True
AZ,43,No,No,0,179.3,97,5,0,False
IN,69,No,No,0,185.3,91,5,0,False
NY,15,Yes,No,0,141.4,80,3,2,False
WI,107,No,Yes,25,248.6,91,1,1,False
WV,67,No,No,0,152.5,131,3,2,False
NY,99,No,No,0,145.6,102,7,1,False
OK,46,No,No,0,164.2,116,1,1,False
NC,55,Yes,No,0,221,115,4,1,False
KY,39,No,No,0,295.4,126,2,1,True
TX,92,No,No,0,139.8,98,7,2,False
CT,56,No,No,0,162.3,99,1,4,True
NE,76,No,No,0,272.7,97,2,0,True
HI,132,Yes,Yes,33,200.3,75,3,2,False
SC,140,No,Yes,28,157.1,77,9,1,False
AK,51,Yes,Yes,12,135.8,60,7,2,False
SD,27,No,No,0,236.7,110,6,1,False
ID,224,No,No,0,111.4,133,6,3,False
OK,105,Yes,Yes,28,156.1,89,3,0,True
WA,117,No,No,0,191.1,93,4,2,False
SD,91,No,No,0,153,123,15,1,True
OH,135,No,No,0,218.8,123,3,4,False
VA,146,No,No,0,205.4,101,2,3,False
WI,147,Yes,No,0,225.2,111,1,0,True
IN,68,No,No,0,249.9,127,6,2,True
NM,68,No,No,0,131.6,89,5,3,False
HI,86,No,Yes,21,197.9,99,9,0,False
KY,131,No,No,0,166.5,129,5,1,False
OH,86,No,Yes,29,225.4,79,3,1,False
VT,159,No,No,0,275.8,103,5,2,True
AZ,134,No,Yes,40,142.9,105,6,1,False
VT,113,No,No,0,207.2,113,1,1,False
MO,132,No,No,0,206.2,100,6,1,False
AL,85,No,No,0,210.3,66,7,1,False
NJ,93,Yes,Yes,38,225.7,117,7,1,True
WA,174,No,Yes,33,167.8,91,4,4,True
NY,61,No,No,0,197.7,118,3,2,False
DC,91,No,Yes,39,169.8,105,4,1,False
NE,88,No,Yes,28,190.6,104,1,2,False
MA,88,No,Yes,45,80.3,140,3,2,False
VT,195,No,Yes,36,231.7,110,2,0,False
NM,182,No,No,0,69.1,114,4,0,False
CO,118,No,No,0,188.8,60,7,4,False
NH,103,No,No,0,150.6,125,8,8,True
IL,65,No,No,0,192,89,4,2,False
UT,61,No,Yes,25,163.7,78,3,3,False
WV,172,No,No,0,211.7,100,9,1,False
NJ,72,No,No,0,175.5,103,3,1,False
NM,113,No,No,0,150.1,120,3,2,False
ND,177,No,No,0,189.5,99,2,1,False
WA,100,No,No,0,70.8,94,1,6,True
NM,67,No,No,0,215.5,102,6,1,False
DE,136,No,No,0,101.7,105,6,3,False
GA,71,No,No,0,258.4,132,8,4,False
HI,134,No,No,0,242.4,126,6,1,False
CT,124,No,No,0,131.8,82,2,1,False
NJ,84,No,No,0,190.2,102,6,2,False
ME,39,No,No,0,154.1,104,4,2,False
OK,110,No,No,0,188,127,3,3,False
TN,102,No,No,0,103.1,70,5,1,False
WY,70,No,No,0,175.4,130,4,0,False
NY,142,No,No,0,145.4,93,1,1,False
DE,81,Yes,No,0,250.6,85,5,1,False
RI,17,No,No,0,161.5,123,5,1,False
PA,119,No,No,0,260.1,101,2,1,True
HI,105,No,No,0,281.3,124,3,0,True
MD,108,Yes,Yes,42,130.1,90,5,3,True
VA,90,No,No,0,102,118,3,2,False
IN,100,No,Yes,33,218.7,104,4,1,False
OR,155,No,Yes,30,128.5,86,6,1,False
AZ,113,No,No,0,128.7,100,4,2,True
WI,123,No,No,0,172.2,92,4,1,False
VA,145,No,No,0,199.2,124,3,1,False
MO,42,No,No,0,184.5,98,3,2,False
NV,125,No,No,0,168.6,99,7,0,False
HI,131,No,Yes,30,174,118,3,1,False
WA,107,No,No,0,230.4,65,3,1,False
IL,48,No,No,0,198.2,73,5,1,False
IL,76,No,No,0,186.1,96,4,0,False
LA,128,No,No,0,148.5,105,2,1,False
WI,73,No,No,0,157.1,109,8,0,False
TX,52,No,No,0,155,110,4,4,True
MI,126,Yes,Yes,26,129.3,123,7,1,False
NC,124,No,No,0,188.5,77,6,1,False
WA,137,No,No,0,208.8,120,5,0,False
ND,71,No,No,0,238,82,10,0,True
NE,139,No,No,0,211.1,103,4,0,False
MS,107,No,Yes,30,198.9,87,4,3,False
KY,147,No,No,0,212.8,79,2,1,False
RI,116,No,No,0,137.4,126,2,3,False
NY,60,No,Yes,31,191.8,75,3,2,False
TX,38,No,No,0,149,92,11,0,False
DE,63,No,No,0,117.1,118,4,3,False
NM,94,No,No,0,108,79,3,3,False
RI,131,No,No,0,112.8,133,5,0,False
MS,158,No,No,0,175.9,105,6,1,False
NY,139,No,No,0,236.6,109,2,1,True
NE,77,No,No,0,169.4,102,7,1,False
WI,140,No,No,0,129.6,79,10,3,False
KY,72,No,No,0,177.1,97,6,1,False
SD,52,No,Yes,20,133.3,63,2,1,False
VA,103,No,No,0,167.8,121,3,5,False
KS,74,No,Yes,32,174.6,107,4,1,False
ND,124,No,No,0,150.3,101,4,2,False
CO,85,No,Yes,21,283.2,110,1,5,False
KY,113,No,Yes,20,157.8,83,2,5,True
WA,71,No,No,0,141.2,132,2,2,False
NV,177,No,Yes,27,230.2,106,2,1,False
SC,49,Yes,No,0,237.8,92,6,2,True
RI,106,Yes,No,0,204,84,3,3,True
ID,60,No,No,0,221.1,106,3,1,False
KY,43,No,No,0,177.2,93,2,4,False
ME,66,No,No,0,118,133,5,1,False
SD,125,No,No,0,163.8,73,4,0,False
SC,114,No,Yes,4,141.3,96,3,3,False
TN,112,No,No,0,272.5,119,5,3,True
MT,101,No,Yes,16,118.9,112,5,2,False
WI,70,No,No,0,7.9,100,1,0,False
AK,59,No,No,0,159.5,96,4,0,False
AZ,59,No,No,0,150.2,70,2,1,False
MT,124,No,Yes,30,144.5,35,7,2,False
DE,99,No,No,0,140.7,88,4,2,False
VA,150,No,No,0,169.2,123,3,1,False
MA,81,No,No,0,220.8,77,3,2,False
IN,86,No,No,0,216.3,96,3,0,False
MD,84,No,No,0,169.5,96,7,0,False
NV,118,No,Yes,35,256.3,119,1,1,False
CO,89,No,No,0,179.7,128,3,1,False
KS,93,No,No,0,266,120,6,3,False
AR,85,No,No,0,96.7,97,3,2,False
WY,160,No,No,0,82.7,116,9,0,False
PA,28,No,No,0,168.2,87,3,3,False
TX,73,No,No,0,286.4,109,14,1,True
NY,156,No,No,0,174.3,95,5,3,False
OR,33,Yes,No,0,190.6,100,6,1,False
CA,77,No,No,0,175.5,86,3,4,False
NY,119,No,No,0,133.4,102,7,1,False
AR,91,No,Yes,27,204.6,96,2,3,False
MI,102,No,No,0,242.2,88,6,3,False
OK,86,No,Yes,33,253.1,112,4,3,False
TX,82,No,No,0,130,110,4,0,False
NC,89,No,No,0,105.9,151,7,0,False
ID,86,No,No,0,194.2,98,7,3,False
IL,134,No,No,0,183.8,111,2,1,False
OR,92,No,No,0,196.5,82,2,2,False
SD,87,No,No,0,184.5,81,3,3,False
NE,64,No,No,0,261.9,113,4,0,False
RI,80,No,No,0,202.4,118,5,3,False
MD,165,No,Yes,39,167.4,113,4,3,False
ID,153,No,Yes,22,167.7,104,11,1,False
ME,41,No,Yes,30,191.7,109,4,1,False
SD,108,No,No,0,240.2,78,1,2,False
NY,104,No,Yes,26,189.1,112,4,1,False
DE,115,No,No,0,127.7,67,7,1,False
OK,87,No,No,0,205.2,106,3,1,False
SC,159,No,Yes,23,153.6,93,3,2,False
IN,119,No,No,0,154.5,129,3,2,False
NV,69,No,No,0,153.7,109,6,1,False
IL,87,Yes,Yes,36,171.2,138,3,1,False
SD,93,No,No,0,328.1,106,3,1,True
OK,154,Yes,No,0,145.9,69,10,0,True
KS,57,No,Yes,37,201.2,76,1,1,False
IA,130,No,No,0,139.1,72,9,5,False
NJ,151,No,No,0,118.9,128,10,2,False
NJ,162,No,No,0,217.6,87,4,2,True
MT,60,No,No,0,145,133,2,1,False
IA,81,No,No,0,203.5,89,3,3,False
WA,132,No,No,0,240.1,115,6,3,False
NE,86,No,No,0,83.8,121,8,1,False
TX,136,No,No,0,269.8,106,8,1,True
MS,121,No,Yes,21,126.3,84,2,1,False
IA,105,No,Yes,15,88.1,125,1,2,False
WI,105,No,Yes,34,218.5,61,4,2,False
MT,51,No,Yes,26,236.8,61,8,1,False
GA,64,No,No,0,124.1,117,5,3,False
MT,80,Yes,Yes,30,184.2,132,10,0,False
ND,56,No,No,0,222.7,133,4,4,False
VT,120,No,No,0,149.2,98,5,1,False
SD,103,No,No,0,206.5,125,4,3,False
OH,164,No,Yes,27,159.7,102,9,3,False
OH,116,No,Yes,27,204.7,118,2,2,False
MT,121,No,No,0,213.2,79,4,1,False
IL,55,Yes,No,0,269.6,121,6,1,False
NV,183,No,No,0,116.7,92,6,2,False
UT,104,No,No,0,263.4,101,4,0,False
NH,90,No,No,0,140.2,97,2,1,False
LA,82,No,No,0,197.7,101,3,1,False
VT,101,No,No,0,136.2,92,7,3,False
NY,9,No,Yes,16,88.5,87,3,2,False
CT,97,No,No,0,215.3,58,9,0,False
KS,94,No,No,0,269.2,104,2,3,True
MI,127,No,Yes,25,203.8,118,5,0,False
SD,125,No,Yes,34,268.4,112,3,0,False
ME,140,No,No,0,159.1,104,4,1,False
MD,90,No,No,0,114.4,122,5,2,False
VA,67,No,No,0,138.9,65,3,2,False
NJ,113,No,No,0,186,55,6,1,False
TN,121,No,Yes,26,170.4,91,5,0,False
DC,93,No,No,0,164.5,95,3,4,False
DC,121,No,No,0,168.6,121,4,1,False
OR,53,No,No,0,261.2,119,2,0,True
RI,75,No,No,0,190.5,91,5,1,False
AK,132,No,No,0,181.1,121,9,2,False
WI,162,No,No,0,177.1,131,6,3,False
IN,140,No,No,0,160.5,114,4,1,False
MI,91,No,No,0,134.7,116,5,2,False
ID,73,No,Yes,28,198.2,107,1,2,False
NH,95,Yes,No,0,228.9,134,2,4,True
MN,145,No,No,0,241.7,137,3,0,False
AZ,100,No,No,0,131.1,108,4,1,False
MN,122,No,No,0,234.1,101,9,2,False
MO,109,No,No,0,200.1,72,5,0,False
AL,82,No,No,0,154,107,7,1,False
PA,65,No,Yes,23,224.2,106,4,0,False
AK,52,No,No,0,148.3,83,6,3,False
MS,136,No,Yes,24,174.6,76,5,2,False
IA,75,No,No,0,138.5,110,7,1,False
WY,146,No,No,0,109,69,2,1,False
NE,105,No,No,0,162.3,99,8,4,False
ND,48,No,No,0,210.8,84,3,2,False
CT,45,No,No,0,142.4,107,7,1,False
NC,106,No,Yes,37,223.5,104,5,2,False
CT,33,No,No,0,182.5,65,2,2,False
ND,68,No,No,0,219.6,97,4,2,False
WA,106,No,No,0,193.6,66,3,0,False
NV,141,No,No,0,192.4,111,6,0,False
CO,98,No,No,0,236.2,122,4,0,False
KS,94,No,Yes,28,233.2,88,4,0,False
CO,65,No,No,0,158.8,53,4,2,False
MO,85,No,No,0,126.1,112,4,1,False
MA,71,No,No,0,290.4,108,5,3,True
NY,112,No,Yes,30,60.6,113,7,0,False
AK,110,No,No,0,148.4,95,6,0,False
WI,111,No,No,0,246.5,108,3,2,False
NH,74,No,No,0,298.1,112,4,2,True
TN,105,No,No,0,119.3,82,4,2,False
NY,40,No,No,0,242.5,82,7,0,False
GA,128,Yes,Yes,18,222.1,89,2,0,True
MN,123,No,No,0,236.2,135,6,2,True
MI,122,No,No,0,144.2,87,4,0,False
ID,114,No,Yes,19,154.6,100,1,3,False
CT,102,No,Yes,25,137.4,100,6,2,False
NC,126,No,No,0,103.7,93,1,0,False
LA,150,No,No,0,136.6,112,2,4,True
NJ,60,No,No,0,289.8,101,4,2,True
TX,123,No,No,0,260.9,85,5,3,False
CA,138,Yes,No,0,196.2,129,1,0,True
MD,29,No,No,0,195.6,71,4,1,False
WY,111,No,No,0,222.2,96,7,4,False
TX,37,Yes,No,0,172.9,119,1,0,True
CA,111,No,No,0,249.8,109,4,0,True
UT,81,No,No,0,154.5,84,3,1,False
WA,46,No,No,0,90.4,108,2,1,False
MS,69,No,Yes,27,268.8,78,3,0,False
OH,125,No,No,0,106.1,95,3,1,False
KS,43,No,No,0,27,117,3,3,False
RI,127,No,Yes,27,140.1,59,10,1,False
IN,94,No,No,0,245,112,6,1,False
VT,46,No,No,0,196.7,85,5,3,False
MT,73,No,Yes,26,131.2,98,6,2,False
CT,146,No,Yes,23,149.6,96,4,2,False
NM,93,No,No,0,239.8,70,10,1,False
OH,52,No,Yes,31,142.1,77,4,1,False
GA,202,No,No,0,115.4,137,3,3,False
MN,129,No,Yes,31,193,99,8,2,False
CT,94,No,No,0,206.1,49,1,1,False
AL,100,No,No,0,160.3,138,2,0,False
WV,43,No,No,0,199.9,108,7,1,False
NH,130,No,No,0,213.1,105,3,0,False
WY,124,No,No,0,178.3,102,1,3,False
VA,92,Yes,No,0,252.3,120,5,3,True
VT,48,No,No,0,197.7,64,5,4,False
OH,98,No,Yes,29,111.1,105,3,2,False
MT,100,No,No,0,96.5,86,3,1,True
MA,79,No,No,0,156.9,109,5,3,False
VA,164,No,No,0,123.3,78,2,1,False
NM,105,No,No,0,193.7,108,5,1,False
AR,89,Yes,No,0,206.9,134,4,0,False
NE,126,No,No,0,249.8,96,4,3,True
WY,96,No,No,0,144,102,7,1,False
IA,120,No,Yes,33,299.5,83,5,0,False
SC,212,No,No,0,226,127,4,2,True
NC,72,No,No,0,137.6,106,6,2,False
HI,155,Yes,Yes,26,211.7,121,3,1,False
UT,89,No,No,0,89.7,80,4,2,False
WY,126,Yes,No,0,197.6,126,8,2,False
AL,172,No,No,0,270,102,5,2,True
VA,75,No,No,0,224.7,116,11,3,False
WI,143,No,No,0,194.3,99,2,2,False
FL,166,Yes,No,0,47.7,89,3,0,True
KS,132,No,No,0,190.1,105,2,1,False
NV,94,Yes,No,0,89.5,94,1,1,True
NY,99,No,No,0,182.6,83,5,0,False
VA,136,No,Yes,35,205.5,86,4,1,False
KS,119,No,No,0,231.5,82,10,1,False
NC,115,Yes,No,0,251.3,69,1,3,True
MO,160,No,No,0,171.2,103,3,2,False
ND,166,No,No,0,197.9,89,2,2,False
CA,120,No,No,0,134.8,94,8,1,False
WV,173,No,No,0,191.4,114,3,1,False
IL,156,No,No,0,174.5,65,2,0,False
NY,70,No,No,0,177.4,125,4,0,False
NV,41,No,No,0,182.1,89,1,1,False
AL,132,No,No,0,222.4,85,4,0,False
KS,47,Yes,No,0,47.8,120,7,0,True
ND,160,No,No,0,121.8,97,5,1,False
OK,180,No,No,0,143.5,121,5,3,False
UT,93,No,No,0,164.9,68,4,2,False
OH,109,No,No,0,193.6,58,1,2,False
WY,80,No,No,0,101.1,121,5,0,False
NM,54,No,Yes,24,92.3,88,3,2,False
AL,121,No,No,0,168.9,128,7,2,False
DC,157,No,Yes,29,219.2,102,5,1,False
ID,170,No,Yes,37,178.1,130,4,0,False
AR,138,No,No,0,146.5,101,6,3,False
ID,92,No,Yes,31,172.3,116,5,1,False
TX,126,No,No,0,190.9,143,3,1,False
NM,41,No,No,0,232.1,74,2,3,True
WA,167,No,No,0,169.2,124,4,4,True
UT,91,No,No,0,123.8,107,4,2,False
RI,127,No,No,0,96,117,4,3,False
NC,88,No,Yes,27,93.4,106,1,1,False
RI,113,No,No,0,90.6,130,9,1,False
NY,78,No,No,0,152.9,81,6,2,False
TX,123,No,No,0,257.9,92,2,2,False
DE,136,Yes,Yes,29,85.2,98,3,2,False
MS,68,No,Yes,34,160,72,10,1,False
OH,132,No,Yes,10,182.9,54,4,0,False
LA,133,No,No,0,216.2,67,1,2,False
FL,127,No,No,0,261.7,105,5,0,False
WA,110,No,No,0,241.2,105,4,2,False
WV,121,No,No,0,177.2,142,6,1,False
NY,116,No,No,0,89.5,128,3,2,False
NE,112,Yes,Yes,16,200.3,72,3,1,False
PA,97,Yes,No,0,145,103,2,4,True
MS,43,No,No,0,159.5,99,3,2,False
IN,110,No,No,0,151.8,106,8,3,False
VA,67,No,No,0,176.2,120,4,1,False
MN,166,No,No,0,152.1,95,5,0,False
DE,129,No,No,0,161.3,122,3,1,False
OR,103,Yes,No,0,171.7,78,3,3,False
UT,71,No,No,0,278.9,110,7,0,True
CT,112,No,Yes,27,213,121,3,4,False
AL,8,No,Yes,36,242.9,67,12,1,False
TX,98,No,No,0,217.2,121,2,0,True
CT,90,No,No,0,175.9,111,7,1,False
MS,13,No,No,0,303.2,133,3,0,True
AR,58,No,No,0,238.9,107,3,2,False
CA,137,No,Yes,22,189.6,42,5,2,False
MI,116,No,No,0,133.3,94,5,5,True
WV,94,No,Yes,28,92.7,107,4,3,False
DE,87,No,No,0,177.2,72,7,3,False
FL,120,No,No,0,184.5,103,6,2,False
AK,97,No,Yes,24,176.1,109,9,0,False
ID,134,No,No,0,204.7,108,4,6,False
OH,68,No,No,0,143.6,80,5,2,False
NH,93,No,No,0,179.3,93,5,1,False
MA,120,No,No,0,137.3,100,2,1,False
SC,41,No,No,0,237.8,92,6,2,False
OR,80,No,No,0,203.7,92,5,2,False
OH,83,No,Yes,25,191.3,95,5,2,False
NC,109,Yes,No,0,209.1,141,3,2,False
KY,66,No,Yes,33,88.8,104,9,3,False
ID,104,No,No,0,97.2,88,5,0,False
WA,89,No,No,0,137.9,96,5,1,False
WV,127,No,No,0,224.3,112,1,2,False
RI,117,No,Yes,13,207.6,65,3,1,False
KS,128,No,No,0,268.1,95,6,2,False
NV,88,No,No,0,166.7,61,7,4,True
NE,61,No,No,0,267.1,104,4,1,True
FL,22,No,No,0,181.8,108,3,2,False
WY,78,No,No,0,147.1,80,7,0,False
WA,56,No,Yes,29,37.7,115,3,1,False
CO,192,No,No,0,185,88,3,2,False
WI,70,No,No,0,156.4,108,4,2,False
KS,148,No,No,0,239.3,84,3,1,False
RI,65,No,Yes,29,215.5,129,5,2,False
MT,119,No,No,0,134.9,70,6,1,False
CO,80,No,No,0,194.8,116,3,0,False
CT,152,No,Yes,20,239.1,105,3,5,False
FL,113,No,No,0,92.6,85,4,3,False
VT,75,No,No,0,209.4,133,4,1,False
OH,80,No,No,0,197.6,83,6,1,False
NH,148,No,No,0,17.6,121,6,1,False
RI,63,Yes,No,0,62.9,112,8,1,False
FL,97,No,Yes,28,202.3,97,3,1,False
MD,166,No,No,0,136.1,116,4,0,False
WY,94,No,No,0,207,109,6,1,False
FL,85,No,Yes,33,207.9,95,3,1,False
TN,80,Yes,No,0,276.5,122,3,1,True
NC,210,No,Yes,31,313.8,87,7,3,False
IN,88,Yes,Yes,25,288.5,114,5,1,False
IA,100,No,No,0,210.9,85,5,4,False
WV,154,No,Yes,35,64.9,76,1,1,False
UT,32,No,Yes,26,243.5,137,9,1,False
GA,18,No,No,0,197,97,3,3,False
AK,126,No,Yes,31,278,88,4,0,False
UT,144,No,Yes,37,219.9,102,4,1,False
MS,29,No,No,0,313.2,103,4,2,True
AR,86,No,Yes,16,145.7,88,7,0,False
AK,138,No,Yes,37,75.8,102,13,0,False
AK,146,No,No,0,195.9,86,4,3,False
ME,175,No,No,0,132,95,10,1,False
WV,74,No,No,0,124,102,2,2,False
CT,48,No,No,0,171.9,98,3,2,False
GA,74,No,Yes,31,249.4,70,2,4,False
NV,105,Yes,No,0,228.4,100,7,0,False
VT,157,No,No,0,168.6,71,2,3,False
DC,217,No,No,0,123.7,138,4,0,False
TN,68,No,No,0,178.7,61,4,1,False
OR,80,No,No,0,113.2,86,5,1,False
MS,38,No,Yes,25,142.4,106,6,2,False
NC,107,No,Yes,38,204.2,57,4,0,False
CO,140,No,No,0,149.7,71,4,3,False
AR,98,No,No,0,227.1,116,4,5,True
PA,114,No,No,0,155.3,75,5,2,False
MN,46,No,No,0,156.4,105,3,1,False
NM,118,No,Yes,42,148.7,105,7,0,False
UT,37,No,No,0,271.7,112,4,3,False
NE,34,No,No,0,193.7,74,4,0,False
MS,98,Yes,Yes,23,245.5,54,7,1,False
NV,113,No,No,0,245.3,108,2,3,True
OR,69,No,No,0,196.1,87,1,0,False
VA,121,No,No,0,134.1,112,2,2,False
NJ,59,Yes,Yes,31,225,78,3,1,False
WV,59,No,No,0,189.7,100,4,0,False
OR,190,No,No,0,142.9,96,4,0,False
KY,109,No,No,0,175.6,80,6,1,False
MO,136,No,No,0,92.4,109,4,2,False
TX,86,No,No,0,92.8,92,5,1,False
MN,100,No,Yes,27,221.7,100,4,0,False
FL,106,No,No,0,159.6,94,3,0,False
PA,104,No,No,0,144.5,107,6,2,False
WV,129,No,No,0,159.1,100,6,2,False
IN,205,No,No,0,49.9,123,4,2,False
OK,93,No,Yes,32,116.9,120,9,0,False
NE,123,No,No,0,150,98,3,3,False
DE,99,No,No,0,254.4,120,5,1,False
MI,61,No,Yes,33,270.7,53,3,3,False
IL,71,No,No,0,207,112,3,1,False
UT,4,Yes,No,0,145.3,89,4,0,False
IL,148,No,Yes,25,230.7,102,2,3,False
WA,141,No,No,0,151.5,104,2,1,False
NM,56,No,No,0,146.1,57,3,0,False
MD,160,No,No,0,256,111,4,3,False
VA,43,No,Yes,35,200.2,105,4,3,False
MT,42,No,No,0,150.7,52,4,2,False
CT,135,Yes,No,0,186,107,4,1,False
AL,106,No,No,0,212.9,110,3,3,False
WV,106,No,No,0,194.8,133,7,0,False
MO,83,No,Yes,30,272.5,105,6,3,False
ND,110,No,No,0,135.1,109,4,1,False
AR,153,No,No,0,154.6,56,2,1,False
GA,109,No,Yes,35,230.5,116,6,5,False
FL,31,No,No,0,165.4,84,1,1,False
LA,124,No,No,0,143.3,120,2,4,True
UT,110,No,No,0,271.1,108,5,2,True
AZ,124,No,No,0,253.5,104,2,0,False
NY,82,No,No,0,167.1,77,1,6,True
KY,122,No,No,0,168.3,96,6,1,False
AL,137,No,No,0,104.7,115,2,1,False
IN,69,No,No,0,135.4,101,2,1,False
IN,46,No,Yes,34,191.4,102,2,1,False
FL,103,No,No,0,158.7,90,4,1,False
NM,16,No,No,0,144.8,84,4,2,False
AL,119,No,No,0,98.8,97,4,3,False
MN,124,Yes,No,0,157.8,71,2,3,True
NY,122,No,Yes,37,163,107,5,1,False
MD,139,No,No,0,181.6,119,6,4,False
KS,67,No,No,0,129,78,3,2,False
WV,84,No,No,0,86,83,4,1,False
ID,101,No,Yes,17,193.9,71,7,0,False
LA,40,No,No,0,109.4,107,7,0,False
MI,61,No,No,0,188.9,105,2,2,False
TN,120,Yes,No,0,179.9,72,2,1,True
CA,95,No,No,0,183.4,98,8,1,False
FL,98,No,No,0,288.1,101,0,0,False
LA,114,No,No,0,169.2,96,4,2,False
IL,68,Yes,Yes,29,195.5,113,9,1,True
AL,149,No,Yes,20,264.4,102,3,2,False
CT,22,No,No,0,207.7,116,5,0,False
PA,176,No,No,0,169.5,151,4,0,False
TX,152,No,No,0,141.5,102,4,2,False
VA,118,No,No,0,154.8,71,4,0,False
MO,101,Yes,No,0,133.5,51,4,1,False
MT,102,No,No,0,273.2,85,7,2,True
ND,118,No,No,0,224.6,94,8,2,False
FL,105,No,No,0,273.8,97,3,2,True
